cluster_id	rm_classification	repeat_class	repeat_subclass	repeat_order	repeat_superfamily	repeat_family	average	median	minimum	maximum	standard_deviation	iqr	num_alignments	species	mean_insertion_length	insertion_count	total_genome_bp_cluster	total_genome_percent_cluster
Cluster2476	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	3.56802431610942	3.13	0	15.34	2.39086116731151	1.82	329	inopinata	314.165	248	75843	0.0616638
Cluster2477	Unknown	NA	NA	NA	NA	NA	6.87136893203883	6.42	0	43.61	3.35820223114584	3.7175	1030	inopinata	152.507	584	73531	0.0597841
Cluster2478	DNA-hAT	II	1	TIR	hAT	NA	3.8253531598513	3.27	0	19.28	2.58661082598663	2.57	269	inopinata	116.436	227	21746	0.0176805
Cluster2480	DNA-hAT-Ac	II	1	TIR	hAT	Ac	7.60661202185792	6.96	1.32	20.88	4.41910083555464	5.21	183	inopinata	209.019	54	8904	0.00723936
Cluster2481	Unknown	NA	NA	NA	NA	NA	20.5042361111111	20.285	7.17	36.34	5.76807000479583	7.86	144	inopinata	71.5932	118	7207	0.00585962
Cluster2484	Unknown	NA	NA	NA	NA	NA	15.265652173913	16.58	7.21	24.49	4.85821780462282	7.34	23	inopinata	110	17	1275	0.00103663
Cluster2485	Unknown	NA	NA	NA	NA	NA	12.9539534883721	12.07	4.84	29.79	4.40382167696617	5.425	86	inopinata	89.8961	77	6503	0.00528724
Cluster2486	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	12.5875	13.905	4.07	16.01	3.25819684283603	4.9675	16	inopinata	70.75	12	757	0.000615476
Cluster2487	Unknown	NA	NA	NA	NA	NA	4.29711111111111	2.95	0	14.38	3.75116443873961	2.66	45	inopinata	230.065	31	6910	0.00561815
Cluster2489	Unknown	NA	NA	NA	NA	NA	16.36	16.36	16.36	16.36	NA	0	1	inopinata	42	1	42	3.41479e-05
Cluster248	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	inopinata	244	1	244	0.000198383
Cluster2492	Unknown	NA	NA	NA	NA	NA	16.215	16.215	13.58	18.85	3.72645273685311	2.635	2	inopinata	86	2	117	9.51263e-05
Cluster2493	Unknown	NA	NA	NA	NA	NA	11.7590410958904	11.44	0	26.72	4.44933150015814	5.2625	146	inopinata	80.3714	70	3697	0.00300583
Cluster2494	Unknown	NA	NA	NA	NA	NA	7.41866666666667	5.39	1.88	19.32	5.62874620226599	6.415	15	inopinata	238.5	14	3304	0.0026863
Cluster2495	LTR-Gypsy	I	NA	LTR	Gypsy	NA	4.62	4.205	0.37	9.7	4.95404884917377	8.085	4	inopinata	82.6667	3	243	0.00019757
Cluster2497	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	24.1188821752266	24.63	5.19	41.19	5.71238771852794	6.82	993	inopinata	128.684	857	102906	0.0836673
Cluster2498	Satellite	Satellite	NA	NA	NA	NA	17.8246072186837	17.71	5.89	33.77	4.30842941772547	5.925	471	inopinata	185.246	370	66949	0.0544326
Cluster2499	Unknown	NA	NA	NA	NA	NA	18.85525	18.48	8.83	33.03	4.87084479845467	6.005	80	inopinata	178.919	74	13220	0.0107485
Cluster249	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0.9	0.9	0.9	0.9	NA	0	1	inopinata	2593	1	2593	0.00210823
Cluster2500	DNA-Merlin	II	1	TIR	Merlin	NA	16.3047887323944	17.3	0.22	28.73	6.09926409124317	8.25	71	inopinata	173.312	64	10867	0.00883537
Cluster2505	Simple_repeat	Simple_repeat	NA	NA	NA	NA	11.8086587771203	10.855	2.45	27.46	4.97614574066282	7.2775	1014	inopinata	136.614	533	53341	0.0433687
Cluster2508	Unknown	NA	NA	NA	NA	NA	15.725	15.485	7.82	24.41	4.96116897707059	8.99	22	inopinata	95.3333	18	1644	0.00133665
Cluster2509	DNA-Maverick	II	2	Maverick	Maverick	NA	11.838	9.56	7.08	23.08	6.385860944305	0.35	5	inopinata	559.75	4	2236	0.00181797
Cluster250	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	15.5705882352941	14.06	9.69	31.38	5.95110438341935	6.22	17	inopinata	90.0625	16	1409	0.00114558
Cluster2510	Unknown	NA	NA	NA	NA	NA	11.4905357142857	11.56	0.24	27.53	7.60109523678669	5.97	56	inopinata	288.15	40	11451	0.00931019
Cluster2513	Unknown	NA	NA	NA	NA	NA	6.4124	4.82	2.24	17.07	3.66162336493893	5.04	25	inopinata	295.389	18	5209	0.00423515
Cluster2514	Unknown	NA	NA	NA	NA	NA	16.9235294117647	14.24	8.69	32.7	7.14578367043853	8.87	17	inopinata	127.462	13	1592	0.00129437
Cluster2516	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	12.3154545454545	9.98	0	29.77	8.57641692507584	4.74	11	inopinata	678	9	6037	0.00490836
Cluster2517	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	inopinata	8928	1	8928	0.00725887
Cluster2518	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	12.4788440651668	11.2	0	48.29	7.29135537472	9.325	3867	inopinata	129.189	2688	251145	0.204192
Cluster251	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	19.355	21.59	0	27.14	8.35592277696159	9.6625	12	inopinata	336.1	10	3338	0.00271395
Cluster2520	LINE-CR1	I	NA	LINE	Jockey	CR1	12.8975069124424	10.9	0	47.67	8.1531980870679	10.7925	4340	inopinata	188.832	2893	442253	0.359572
Cluster2521	LTR-Gypsy	I	NA	LTR	Gypsy	NA	6.86444444444444	7.66	0	8.84	2.75145012271307	1.96	9	inopinata	885.2	5	4402	0.00357903
Cluster2523	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	13.6624	11.46	0	31.85	7.78396443551314	10.93	25	inopinata	430.048	21	8523	0.00692959
Cluster2524	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	10.0772514619883	9.3	0.03	36.89	6.31024615206343	7.49	342	inopinata	283.097	237	62031	0.050434
Cluster2525	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	4.9675	5.055	0	14.34	4.42146630493938	1.5075	8	inopinata	2462.62	8	19672	0.0159942
Cluster2526	LTR-Gypsy	I	NA	LTR	Gypsy	NA	13.68	16.32	0	19.43	6.79334165997051	5.135	12	inopinata	1104.88	8	8553	0.00695398
Cluster2527	DNA-Maverick	II	2	Maverick	Maverick	NA	10.4949077181208	4.99	0	44.7	10.8464738023994	15.71	1192	inopinata	365.635	799	265762	0.216077
Cluster2529	LINE-CR1	I	NA	LINE	Jockey	CR1	15.4514619883041	14.82	0	37.66	6.05629149509389	7.72	171	inopinata	139.226	115	12779	0.0103899
Cluster2531	LTR-Gypsy	I	NA	LTR	Gypsy	NA	11.1002272727273	11.12	0	25.16	5.76340439147766	8.95	44	inopinata	590.571	35	20041	0.0162942
Cluster2532	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	8.89558823529412	5.02	0	35.03	9.40140098881995	4.515	34	inopinata	1301.64	22	28543	0.0232068
Cluster2533	DNA-hAT-Restless	II	1	TIR	hAT	Restless	1.7	1.5	0	3.8	1.63603178453232	1.805	4	inopinata	164.75	4	659	0.000535797
Cluster2534	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	21.6044444444444	23.44	0	27.95	8.53554056740273	4.3	9	inopinata	356.556	9	3208	0.00260825
Cluster2535	RC-Helitron	II	2	Helitron	Helitron	NA	0.77	0.77	0.77	0.77	0	0	2	inopinata	143	1	127	0.000103257
Cluster2536	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	16.95	22.6	0	22.6	11.3	5.65	4	inopinata	626	2	1242	0.0010098
Cluster2537	LTR-Gypsy	I	NA	LTR	Gypsy	NA	4.02	4.02	4.02	4.02	0	0	2	inopinata	197	1	196	0.000159357
Cluster2538	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	7.9375	7.27	4.31	13.44	2.51541113574266	2.99	12	inopinata	234.714	7	1643	0.00133583
Cluster2539	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	15.01	15.01	15.01	15.01	NA	0	1	inopinata	80	1	80	6.50436e-05
Cluster253	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	5.14	5.14	5.14	5.14	NA	0	1	inopinata	162	1	162	0.000131713
Cluster2540	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	319	1	319	0.000259362
Cluster2541	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	inopinata	259	1	259	0.000210579
Cluster2542	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	18.04	18.04	18.04	18.04	NA	0	1	inopinata	11	1	11	8.9435e-06
Cluster2543	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	7.75	7.75	0	15.5	10.9601551083915	7.75	2	inopinata	229.5	2	321	0.000260988
Cluster2544	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	0.16	0.16	0	0.32	0.226274169979695	0.16	2	inopinata	375	2	750	0.000609784
Cluster2545	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	20.26	20.26	20.26	20.26	NA	0	1	inopinata	82	1	82	6.66697e-05
Cluster2546	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	21.4528571428571	22.06	0	31.36	10.4814116642841	6.275	7	inopinata	226.571	7	1585	0.00128868
Cluster2547	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	21.3125	24.305	0	36.64	15.6814059212389	15.0325	4	inopinata	578.25	4	2313	0.00188057
Cluster2549	RC-Helitron	II	2	Helitron	Helitron	NA	9.57857142857143	6.81	5.36	17.15	5.41273630299078	8.145	7	inopinata	401.25	4	1602	0.0013025
Cluster254	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	335	1	335	0.00027237
Cluster2550	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	20.4	20.4	20.4	20.4	0	0	2	inopinata	55	1	25	2.03261e-05
Cluster2551	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	16.7825	18.45	0	38.11	9.37238411989762	9.255	12	inopinata	319.222	9	2844	0.0023123
Cluster2553	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	343	1	343	0.000278875
Cluster2554	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	18.2443333333333	19.01	0	24.89	4.42000521401887	3.145	30	inopinata	552.407	27	14676	0.0119323
Cluster2557	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	1.94666666666667	2.92	0	2.92	1.68586278603371	1.46	3	inopinata	463	3	1389	0.00112932
Cluster2558	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	23.0366666666667	17.9	0	42.8	12.6563952678664	12.98	18	inopinata	139.312	16	2071	0.00168382
Cluster2559	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	15.7126153846154	15.75	0	33.57	6.13288262647113	8.395	195	inopinata	73.8626	131	5665	0.0046059
Cluster255	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	5.02	5.02	5.02	5.02	NA	0	1	inopinata	102	1	99	8.04915e-05
Cluster2560	LTR-Gypsy	I	NA	LTR	Gypsy	NA	0	0	0	0	NA	0	1	inopinata	854	1	854	0.000694341
Cluster2561	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	0	0	2	inopinata	235	1	234	0.000190253
Cluster2562	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	12.154	12.57	0.36	26.6	7.34712245258872	10.95	25	inopinata	392.25	16	5302	0.00431077
Cluster2563	LINE-RTE-RTE	I	NA	LINE	RTE	NA	13.85	13.85	0	27.7	19.5868578388674	13.85	2	inopinata	504.5	2	1003	0.000815485
Cluster2564	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	379	1	379	0.000308144
Cluster2565	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	398	1	398	0.000323592
Cluster2567	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	17.5828571428571	22.06	0.62	33.64	9.12870632492177	16.26	49	inopinata	119.256	43	4131	0.00335869
Cluster2568	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	18.7333333333333	13.09	0	43.11	22.1021137752328	21.555	3	inopinata	413	3	1238	0.00100655
Cluster2569	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	9.546	7.96	0	20.08	6.15496060101119	8.49	15	inopinata	237	13	2875	0.00233751
Cluster256	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	5.6621568627451	5.2	0	16.24	3.10454783421064	3.275	51	inopinata	291.595	42	12072	0.00981509
Cluster2570	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	15.8425	19.8	0	32.48	11.5648293792614	17.43	8	inopinata	307	7	2141	0.00174073
Cluster2571	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	8.09714285714286	7.89	0	14.02	4.86677413449509	4.525	7	inopinata	232.8	5	1146	0.00093175
Cluster2572	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	5.93	5.93	0	11.86	8.38628642487245	5.93	2	inopinata	154.5	2	309	0.000251231
Cluster2574	LINE-CR1	I	NA	LINE	Jockey	CR1	1.5	1.5	1.5	1.5	0	0	2	inopinata	336	1	333	0.000270744
Cluster2575	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	712	1	712	0.000578888
Cluster2576	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	1042	1	1042	0.000847194
Cluster2577	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	14.4025	13.36	0.44	31.96	5.91135293916956	7.585	36	inopinata	123.067	30	3523	0.00286436
Cluster2579	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	inopinata	866	1	866	0.000704098
Cluster2580	LTR-Gypsy	I	NA	LTR	Gypsy	NA	4.04333333333333	0.21	0	11.92	6.82220150195912	5.96	3	inopinata	144.667	3	432	0.000351236
Cluster2581	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	6.64	6.64	6.64	6.64	NA	0	1	inopinata	106	1	105	8.53698e-05
Cluster2583	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	4.15	3.49	3.21	5.72	1.08348973230022	1.35	5	inopinata	321	5	1534	0.00124721
Cluster2584	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	32.71	32.71	32.71	32.71	0	0	2	inopinata	132	1	92	7.48002e-05
Cluster2585	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	24.136	22.65	18.45	28.85	4.31636189400287	5.43	5	inopinata	187.8	5	553	0.000449614
Cluster2587	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	11.6333333333333	15.82	0	19.08	10.2057696100457	9.54	3	inopinata	255.667	3	767	0.000623606
Cluster2589	LINE-RTE-RTE	I	NA	LINE	RTE	NA	0	0	0	0	NA	0	1	inopinata	956	1	948	0.000770767
Cluster258	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	6.02875	5.695	3.86	8.81	2.10798100764011	4.1275	8	inopinata	158.833	6	928	0.000754506
Cluster2591	LINE-CR1	I	NA	LINE	Jockey	CR1	0	0	0	0	NA	0	1	inopinata	322	1	316	0.000256922
Cluster2592	LTR-Gypsy	I	NA	LTR	Gypsy	NA	0	0	0	0	NA	0	1	inopinata	262	1	262	0.000213018
Cluster2593	LINE-RTE-RTE	I	NA	LINE	RTE	NA	27.3927777777778	28.29	0	36.4	8.17291207771535	6.2175	18	inopinata	247.294	17	4049	0.00329202
Cluster2594	LINE-CR1	I	NA	LINE	Jockey	CR1	11.44	11.44	0	22.88	16.1786031535482	11.44	2	inopinata	188	2	287	0.000233344
Cluster2599	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	24.59	24.59	22.75	26.43	2.60215295476649	1.84	2	inopinata	100.5	2	17	1.38218e-05
Cluster259	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	7.67666666666667	5.18	5.18	12.67	4.3243535162303	3.745	3	inopinata	199.5	2	398	0.000323592
Cluster2601	SINE_q	I	NA	SINE	NA	NA	10.5705882352941	8.62	6.21	30.74	6.14006358943887	3.52	17	inopinata	80.8125	16	1292	0.00105045
Cluster2613	RC-Helitron	II	2	Helitron	Helitron	NA	30.898275862069	29.67	13.76	59.11	7.83148914703692	5.26	203	inopinata	359.373	75	20062	0.0163113
Cluster2620	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	31.8249372384937	31.94	15.98	44.86	5.23401334439661	6.885	239	inopinata	111.613	168	15261	0.0124079
Cluster2624	Satellite	Satellite	NA	NA	NA	NA	36.8	36.8	36.8	36.8	0	0	2	inopinata	80	1	79	6.42306e-05
Cluster2626	Unknown	NA	NA	NA	NA	NA	4.89952808988764	4.11	0	19.06	3.09918014474668	3.65	445	inopinata	222.171	252	54475	0.0442907
Cluster2627	DNA-hAT-Ac	II	1	TIR	hAT	Ac	7.21843902439024	4.1	0.12	34.27	7.4628099175268	5.27	205	inopinata	220.662	148	29781	0.0242133
Cluster2628	DNA-Sola-3	II	1	TIR	Sola	Sola3	5.05428571428571	5.2	2.1	10.67	1.90032858724374	2.325	35	inopinata	353.64	25	7549	0.00613768
Cluster2629	Unknown	NA	NA	NA	NA	NA	20.3656739811912	19.76	4.13	43.88	9.49438479511221	15.4	638	inopinata	177.38	187	26634	0.0216547
Cluster2630	LTR-DIRS	I	NA	DIRS	DIRS	NA	9.50590909090909	8.005	1.05	26.54	5.07238356457034	5.09	88	inopinata	163.2	65	10412	0.00846543
Cluster2631	Unknown	NA	NA	NA	NA	NA	5.76	4.42	2.99	11.21	3.71782194301986	2.805	4	inopinata	101	4	361	0.000293509
Cluster2633	Unknown	NA	NA	NA	NA	NA	15.744	16.49	7.4	19.82	4.87481589395948	2.03	5	inopinata	109.75	4	438	0.000356114
Cluster2634	Unknown	NA	NA	NA	NA	NA	5.12	4.86	3.25	7.51	1.76486071216211	1.065	4	inopinata	109.333	3	327	0.000265866
Cluster2635	Unknown	NA	NA	NA	NA	NA	14.6617391304348	15.19	7.77	28.04	4.40784285746741	4.415	23	inopinata	88.7368	19	1642	0.00133502
Cluster2639	Unknown	NA	NA	NA	NA	NA	18.2754347826087	19.23	5.2	30.07	6.38491232221076	6.2925	46	inopinata	97.1143	35	2819	0.00229198
Cluster263	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	412	1	412	0.000334975
Cluster2640	Unknown	NA	NA	NA	NA	NA	9.63804878048781	6.11	2.25	22.29	6.63711428992759	7.38	41	inopinata	269.211	38	9731	0.00791175
Cluster2641	Unknown	NA	NA	NA	NA	NA	10.654	9.78	4.54	23.5	6.19108552678769	9.7	15	inopinata	86.0769	13	1117	0.000908172
Cluster2643	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	24.2215947712418	24.38	2.94	41.98	4.70940840850396	5.76	765	inopinata	237.527	548	121901	0.0991111
Cluster2644	Unknown	NA	NA	NA	NA	NA	18.055	17.22	10.52	31.64	5.13892555719121	6.3875	18	inopinata	112.667	12	1134	0.000921994
Cluster2645	DNA-PIF-Harbinger	II	1	TIR	PIF-Harbinger	NA	5.12125	4.53	0	14.11	4.50629510780104	7.9725	72	inopinata	495.661	59	29142	0.0236938
Cluster2646	Unknown	NA	NA	NA	NA	NA	15.1854545454545	15.44	5.7	25.88	5.49436224235502	7.89	22	inopinata	62.2353	17	1053	0.000856137
Cluster2647	Unknown	NA	NA	NA	NA	NA	24.5984210526316	23.59	13.28	37.54	5.8124699045223	6.65	57	inopinata	108.426	47	4735	0.00384977
Cluster2648	Unknown	NA	NA	NA	NA	NA	15.8571875	15.21	9.85	26.59	3.79211170583306	4.8825	32	inopinata	123.414	29	3569	0.00290176
Cluster264	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	inopinata	847	1	847	0.00068865
Cluster2650	Unknown	NA	NA	NA	NA	NA	11.5475	9.6	6.68	20.31	6.02958470101106	4.4725	4	inopinata	49	4	196	0.000159357
Cluster2652	Unknown	NA	NA	NA	NA	NA	3.26428571428571	2.22	0.1	13.95	3.40229043730547	1.8475	14	inopinata	89	14	1246	0.00101305
Cluster2653	Unknown	NA	NA	NA	NA	NA	8.56	8.56	8.56	8.56	NA	0	1	inopinata	49	1	49	3.98392e-05
Cluster2654	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	11.1913636363636	10.05	2.37	25.36	7.06184401619654	11.5775	22	inopinata	517.15	20	10047	0.00816867
Cluster2656	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	27.5644670050761	26.56	15.96	44.42	5.65235451619163	6.03	197	inopinata	116.921	151	13618	0.0110721
Cluster2657	Unknown	NA	NA	NA	NA	NA	20.71	23.02	10.44	29.54	6.6938393851575	9.19	8	inopinata	243	8	1944	0.00158056
Cluster2659	Unknown	NA	NA	NA	NA	NA	15.0585294117647	15.28	2.8	31.89	6.04644517858465	8.2575	68	inopinata	254.895	38	8550	0.00695154
Cluster265	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	196	1	196	0.000159357
Cluster2661	DNA-hAT	II	1	TIR	hAT	NA	22.335	23.53	8.32	29.37	4.96920971967326	2.7275	22	inopinata	667.5	8	5340	0.00434166
Cluster2662	LINE-RTE-RTE	I	NA	LINE	RTE	NA	9.10836065573771	8.92	0	22.63	4.87910346283955	7.96	61	inopinata	744.511	45	31030	0.0252288
Cluster2663	LTR-Gypsy	I	NA	LTR	Gypsy	NA	13.2108333333333	12.66	0	23.24	6.56738422859974	6.72	12	inopinata	444.875	8	3546	0.00288306
Cluster2664	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0.646666666666667	0	0	1.94	1.12005952222787	0.97	3	inopinata	2430.33	3	7291	0.00592792
Cluster2665	LINE-RTE-RTE	I	NA	LINE	RTE	NA	12.9390476190476	12.31	0	38.57	9.3643087772339	13.86	189	inopinata	512.796	137	67920	0.0552221
Cluster2666	LTR-Gypsy	I	NA	LTR	Gypsy	NA	8.18722222222222	6.28	0	24.49	5.90042651056141	7.2575	18	inopinata	774.6	15	11313	0.00919799
Cluster2667	LINE-RTE-RTE	I	NA	LINE	RTE	NA	15.7945355191257	15.53	0	32.69	4.1887327157257	4.48	549	inopinata	134.974	380	39411	0.0320429
Cluster2668	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	2.32285714285714	2.7	0	4.34	1.87507079231438	3.25	7	inopinata	3180	5	15889	0.0129185
Cluster2669	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0.905	0.905	0	1.81	1.27986327394765	0.905	2	inopinata	4674	2	9346	0.00759872
Cluster266	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	19.4191666666667	15.35	5.21	41.82	10.8858455830482	17.3375	24	inopinata	186.318	22	3815	0.00310177
Cluster2670	LTR-Gypsy	I	NA	LTR	Gypsy	NA	9.584	9.77	0	17.08	5.93917727186743	10.23	10	inopinata	826.714	7	5777	0.00469696
Cluster2671	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	13.6652086513995	12.945	0	49.22	6.12159156162572	7.0875	3930	inopinata	151.557	2580	304094	0.247242
Cluster2672	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	13.7162264150943	13.02	0	43.49	8.09017088100999	10.84	1113	inopinata	229.371	758	153137	0.124507
Cluster2673	LTR-Gypsy	I	NA	LTR	Gypsy	NA	0.7	0.7	0	1.4	0.989949493661166	0.7	2	inopinata	2259.5	2	4514	0.00367009
Cluster2674	LTR-Gypsy	I	NA	LTR	Gypsy	NA	13.1049122807018	12.23	0	25.86	6.24363965591242	9.17	57	inopinata	675.514	37	24604	0.0200042
Cluster2675	LINE-RTE-RTE	I	NA	LINE	RTE	NA	15.1259090909091	13.96	0	45.13	10.8714152909556	15.89	88	inopinata	754.031	65	48571	0.0394904
Cluster2676	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	16.2761244019139	12.13	0.04	44.83	13.1062352965585	26.18	418	inopinata	457.878	296	126096	0.102522
Cluster2677	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	11.5055263157895	13.25	0	26.85	7.58694351354135	14.935	38	inopinata	983.667	33	32220	0.0261963
Cluster2678	LTR-Gypsy	I	NA	LTR	Gypsy	NA	6.39166666666667	5.575	0	18.63	6.50949895665301	3.705	6	inopinata	870.4	5	4312	0.00350585
Cluster2679	LINE-RTE-RTE	I	NA	LINE	RTE	NA	10.5101274312542	8.84	0	38.6	6.75609460258309	8.07	1491	inopinata	134.362	940	83969	0.0682706
Cluster267	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	8.5765	5.79	2.68	31.68	7.55084190147381	7.3925	20	inopinata	242.462	13	3062	0.00248955
Cluster2680	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	16.682082853855	16.235	0	45.62	6.80948388141021	9.15	1738	inopinata	141.203	1172	135691	0.110323
Cluster2681	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	9.1553125	4.85	0	24.02	8.08123193434101	10.7625	32	inopinata	862.545	22	18462	0.0150104
Cluster2682	LTR-Gypsy	I	NA	LTR	Gypsy	NA	8.08357142857143	6.005	0	25.72	7.23360279118638	8.35	14	inopinata	1430.7	10	14287	0.011616
Cluster2683	LTR-Gypsy	I	NA	LTR	Gypsy	NA	7.66571428571429	6.9	0	16.7	4.91140121602399	1.82	7	inopinata	618.333	6	3673	0.00298632
Cluster2685	LTR-Gypsy	I	NA	LTR	Gypsy	NA	2.985	2.46	0	5.7	2.28691713885746	3.0825	6	inopinata	3399.5	4	13596	0.0110542
Cluster2686	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	10.72	13.08	0	13.72	6.00119988002399	0.640000000000001	5	inopinata	327.667	3	977	0.000794346
Cluster2687	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	2.66333333333333	2.81	0	5.18	2.59311267270308	2.59	3	inopinata	105	3	315	0.000256109
Cluster2688	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	259	1	259	0.000210579
Cluster268	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	6.18263157894737	3.82	2.4	25.72	6.58086522689098	2.365	19	inopinata	681.316	19	12933	0.0105151
Cluster2690	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	17.0425	22.46	0	23.25	11.367768397242	5.8125	4	inopinata	503.333	3	1421	0.00115534
Cluster2693	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	inopinata	356	1	356	0.000289444
Cluster2694	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	19.7428571428571	23.17	0	24.11	8.8488129416431	2.68	7	inopinata	223.6	5	1116	0.000907359
